operacion;estado;sub;fecha;asesor
3529127;INVESTIGACION;PRIMER BARRIDO;20211213;CEGROUP.BARRIDO1
2864588;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
5070408;INVESTIGACION;PRIMER BARRIDO;20220118;CEGROUP.BARRIDO1
5396447;INVESTIGACION;SEGUNDO BARRIDO;20210821;CEGROUP.BARRIDO2
2214519;RENUENTE;SIN INTENSION DE PAGO;20220207;CEGROUP.RENUENTES
2415801;INVESTIGACION;PRIMER BARRIDO;20220201;CEGROUP.BARRIDO1
978976;INVESTIGACION;PRIMER BARRIDO;20210910;CEGROUP.BARRIDO1
3171665;INVESTIGACION;PRIMER BARRIDO;20211120;CEGROUP.BARRIDO1
1044103;INVESTIGACION;PRIMER BARRIDO;20211011;CEGROUP.BARRIDO1
2741617;INVESTIGACION;PRIMER BARRIDO;20211007;CEGROUP.BARRIDO1
1684200;INVESTIGACION;SEGUNDO BARRIDO;20210625;CEGROUP.BARRIDO2
4795091;INVESTIGACION;SEGUNDO BARRIDO;20210831;CEGROUP.BARRIDO2
2629420;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
2545552;INVESTIGACION;PRIMER BARRIDO;20220205;CEGROUP.BARRIDO1
2345249;RENUENTE;SIN INTENSION DE PAGO;20220124;CEGROUP.RENUENTES
2679050;INVESTIGACION;SEGUNDO BARRIDO;20210723;CEGROUP.BARRIDO2
2810618;INVESTIGACION;PRIMER BARRIDO;20220124;CEGROUP.BARRIDO1
5145757;INVESTIGACION;PRIMER BARRIDO;20220118;CEGROUP.BARRIDO1
978846;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20210703;SUPERGIROS1
3786697;INVESTIGACION;SEGUNDO BARRIDO;20210811;CEGROUP.BARRIDO2
4753933;INVESTIGACION;PRIMER BARRIDO;20210927;CEGROUP.BARRIDO1
2500082;RENUENTE;NO CONTESTA;20220210;CEGROUP.RENUENTES
2420813;INVESTIGACION;PRIMER BARRIDO;20220201;CEGROUP.BARRIDO1
2718513;INVESTIGACION;PRIMER BARRIDO;20220205;CEGROUP.BARRIDO1
1517955;RENUENTE;MENSAJE EXTERNO;20220120;CEGROUP.RENUENTES
1016647;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20210818;SUPERGIROS1
2676798;INVESTIGACION;SEGUNDO BARRIDO;20210805;CEGROUP.BARRIDO2
1968352;INVESTIGACION;SEGUNDO BARRIDO;20210731;CEGROUP.BARRIDO2
782075;INVESTIGACION;PRIMER BARRIDO;20211123;CEGROUP.BARRIDO1
4142210;INVESTIGACION;SEGUNDO BARRIDO;20210721;CEGROUP.BARRIDO2
3187185;INVESTIGACION;SEGUNDO BARRIDO;20211007;CEGROUP.BARRIDO2
4629578;INVESTIGACION;PRIMER BARRIDO;20210907;CEGROUP.BARRIDO1
3342372;INVESTIGACION;SEGUNDO BARRIDO;20210812;CEGROUP.BARRIDO2
462337;INVESTIGACION;PRIMER BARRIDO;20211113;CEGROUP.BARRIDO1
446562;INVESTIGACION;SEGUNDO BARRIDO;20210812;CEGROUP.BARRIDO2
923057;INVESTIGACION;PRIMER BARRIDO;20211106;CEGROUP.BARRIDO1
1116629;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
3307630;INVESTIGACION;PRIMER BARRIDO;20220124;CEGROUP.BARRIDO1
3691313;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20210618;SUPERGIROS1
2481083;INVESTIGACION;PRIMER BARRIDO;20220113;CEGROUP.BARRIDO1
2543677;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
2348312;INVESTIGACION;PRIMER BARRIDO;20210929;CEGROUP.BARRIDO1
2281716;INVESTIGACION;SEGUNDO BARRIDO;20210907;CEGROUP.BARRIDO2
2287783;INVESTIGACION;PRIMER BARRIDO;20211117;CEGROUP.BARRIDO1
592298;RENUENTE;INTENSION DE PAGO;20220211;CEGROUP.RENUENTES
142906;INVESTIGACION;SEGUNDO BARRIDO;20211206;CEGROUP.BARRIDO2
1449404;INVESTIGACION;PRIMER BARRIDO;20210826;CEGROUP.BARRIDO1
4210759;INVESTIGACION;PRIMER BARRIDO;20220205;CEGROUP.BARRIDO1
1469503;INVESTIGACION;PRIMER BARRIDO;20211213;CEGROUP.BARRIDO1
631939;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
2512295;INVESTIGACION;SEGUNDO BARRIDO;20210730;CEGROUP.BARRIDO2
2143791;INVESTIGACION;PRIMER BARRIDO;20211007;CEGROUP.BARRIDO1
3104579;INVESTIGACION;PRIMER BARRIDO;20211113;CEGROUP.BARRIDO1
2151318;INVESTIGACION;PRIMER BARRIDO;20210924;CEGROUP.BARRIDO1
2869237;INVESTIGACION;PRIMER BARRIDO;20211213;CEGROUP.BARRIDO1
911602;RENUENTE;SIN INTENSION DE PAGO;20220204;CEGROUP.RENUENTES
2483068;INVESTIGACION;SEGUNDO BARRIDO;20210524;CEGROUP.BARRIDO2
1912669;RENUENTE;SIN INTENSION DE PAGO;20220120;CEGROUP.RENUENTES
3858465;INVESTIGACION;PRIMER BARRIDO;20211008;CEGROUP.BARRIDO1
1564564;INVESTIGACION;PRIMER BARRIDO;20211113;CEGROUP.BARRIDO1
3643834;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
451269;RENUENTE;INTENSION DE PAGO;20220211;CEGROUP.RENUENTES
3980228;INVESTIGACION;PRIMER BARRIDO;20210901;CEGROUP.BARRIDO1
739584;INVESTIGACION;SEGUNDO BARRIDO;20210730;CEGROUP.BARRIDO2
2289313;INVESTIGACION;SEGUNDO BARRIDO;20210527;CEGROUP.BARRIDO2
2406372;INVESTIGACION;SEGUNDO BARRIDO;20210826;CEGROUP.BARRIDO2
2449323;INVESTIGACION;SEGUNDO BARRIDO;20210616;CEGROUP.BARRIDO2
3723340;INVESTIGACION;SEGUNDO BARRIDO;20210824;CEGROUP.BARRIDO2
5242636;RENUENTE;MENSAJE EXTERNO;20220126;CEGROUP.RENUENTES
5194066;RENUENTE;SIN INTENSION DE PAGO;20220210;CEGROUP.RENUENTES
1957997;INVESTIGACION;PRIMER BARRIDO;20220124;CEGROUP.BARRIDO1
2184312;INVESTIGACION;SEGUNDO BARRIDO;20210902;CEGROUP.BARRIDO2
1625112;RENUENTE;NO CONTESTA;20220125;ANDREA.PUENTES
2760778;INVESTIGACION;PRIMER BARRIDO;20211117;CEGROUP.BARRIDO1
4872266;INVESTIGACION;PRIMER BARRIDO;20210927;CEGROUP.BARRIDO1
1008450;INVESTIGACION;PRIMER BARRIDO;20220210;CEGROUP.BARRIDO1
4929466;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
3582787;INVESTIGACION;PRIMER BARRIDO;20211127;CEGROUP.BARRIDO1
2611165;INVESTIGACION;PRIMER BARRIDO;20220107;CEGROUP.BARRIDO1
2374487;RENUENTE;SIN INTENSION DE PAGO;20220125;CEGROUP.RENUENTES
3297133;RENUENTE;NO CONTESTA;20220127;CEGROUP.RENUENTES
1586852;INVESTIGACION;PRIMER BARRIDO;20210814;CEGROUP.BARRIDO1
4768231;RENUENTE;NO CONTESTA;20220126;CEGROUP.RENUENTES
4915864;RENUENTE;SIN INTENSION DE PAGO;20220127;CEGROUP.RENUENTES
2062499;INVESTIGACION;PRIMER BARRIDO;20211105;CEGROUP.BARRIDO1
3734362;INVESTIGACION;PRIMER BARRIDO;20210824;CEGROUP.BARRIDO1
911270;INVESTIGACION;PRIMER BARRIDO;20211012;CEGROUP.BARRIDO1
3019057;INVESTIGACION;SEGUNDO BARRIDO;20210723;CEGROUP.BARRIDO2
5262580;RENUENTE;NO CONTESTA;20220210;CEGROUP.RENUENTES
4108557;INVESTIGACION;SEGUNDO BARRIDO;20210811;CEGROUP.BARRIDO2
3222687;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
3461902;INVESTIGACION;SEGUNDO BARRIDO;20210521;CEGROUP.BARRIDO2
4492911;INVESTIGACION;PRIMER BARRIDO;20211022;CEGROUP.BARRIDO1
3873811;INVESTIGACION;PRIMER BARRIDO;20210921;CEGROUP.BARRIDO1
1608048;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
2222448;INVESTIGACION;PRIMER BARRIDO;20220107;CEGROUP.BARRIDO1
1438289;INVESTIGACION;PRIMER BARRIDO;20210909;CEGROUP.BARRIDO1
2342513;INVESTIGACION;SEGUNDO BARRIDO;20211001;CEGROUP.BARRIDO2
4116240;INVESTIGACION;PRIMER BARRIDO;20210901;CEGROUP.BARRIDO1
815504;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
884953;INVESTIGACION;PRIMER BARRIDO;20211012;CEGROUP.BARRIDO1
736338;INVESTIGACION;SEGUNDO BARRIDO;20211011;CEGROUP.BARRIDO2
169662;INVESTIGACION;PRIMER BARRIDO;20210826;CEGROUP.BARRIDO1
986646;INVESTIGACION;PRIMER BARRIDO;20210914;CEGROUP.BARRIDO1
4563499;ACUERDO;CUOTAS FIJAS;20220210;ANDREA.PUENTES
2300542;INVESTIGACION;PRIMER BARRIDO;20210924;CEGROUP.BARRIDO1
2564348;INVESTIGACION;SEGUNDO BARRIDO;20210730;CEGROUP.BARRIDO2
129406;INVESTIGACION;PRIMER BARRIDO;20211007;CEGROUP.BARRIDO1
3234932;INVESTIGACION;PRIMER BARRIDO;20210902;CEGROUP.BARRIDO1
1771554;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
1578819;INVESTIGACION;PRIMER BARRIDO;20210814;CEGROUP.BARRIDO1
2025184;RENUENTE;SIN INTENSION DE PAGO;20220124;CEGROUP.RENUENTES
1385320;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
5095004;INVESTIGACION;SEGUNDO BARRIDO;20210831;CEGROUP.BARRIDO2
4733127;RENUENTE;NUMERO EQUIVOCADO;20220210;CEGROUP.RENUENTES
1085505;INVESTIGACION;SEGUNDO BARRIDO;20211013;CEGROUP.BARRIDO2
2899638;INVESTIGACION;PRIMER BARRIDO;20210825;CEGROUP.BARRIDO1
4597263;RENUENTE;NO CONTESTA;20220126;CEGROUP.RENUENTES
1886897;INVESTIGACION;PRIMER BARRIDO;20220114;CEGROUP.BARRIDO1
2574037;RENUENTE;NO CONTESTA;20220210;CEGROUP.RENUENTES
4921389;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
605961;INVESTIGACION;SEGUNDO BARRIDO;20211013;CEGROUP.BARRIDO2
2417274;INVESTIGACION;PRIMER BARRIDO;20211211;CEGROUP.BARRIDO1
2291531;RENUENTE;FALLECIDO;20211117;CEGROUP.FALLECIDO
1609998;ACUERDO;CUOTAS FIJAS;20220210;MAITEE.VERA
3832910;ACUERDO;CONDONACION NORMAL;20220207;GRUPO.INVESTIGACION
1059633;INVESTIGACION;PRIMER BARRIDO;20211108;CEGROUP.BARRIDO1
4289684;RENUENTE;NUMERO EQUIVOCADO;20220128;CEGROUP.RENUENTES
1791554;INVESTIGACION;PRIMER BARRIDO;20210924;CEGROUP.BARRIDO1
1932694;INVESTIGACION;PRIMER BARRIDO;20210831;CEGROUP.BARRIDO1
4928927;INVESTIGACION;PRIMER BARRIDO;20210913;CEGROUP.BARRIDO1
986247;INVESTIGACION;PRIMER BARRIDO;20211012;CEGROUP.BARRIDO1
924199;INVESTIGACION;PRIMER BARRIDO;20211013;CEGROUP.BARRIDO1
4412087;RENUENTE;NO CONTESTA;20220128;CEGROUP.RENUENTES
4102176;INVESTIGACION;PRIMER BARRIDO;20210814;CEGROUP.BARRIDO1
4075049;INVESTIGACION;SEGUNDO BARRIDO;20210609;CEGROUP.BARRIDO2
3241310;INVESTIGACION;PRIMER BARRIDO;20220122;CEGROUP.BARRIDO1
3358838;INVESTIGACION;PRIMER BARRIDO;20211007;CEGROUP.BARRIDO1
1589590;INVESTIGACION;SEGUNDO BARRIDO;20210906;CEGROUP.BARRIDO2
1770080;INVESTIGACION;SEGUNDO BARRIDO;20210717;CEGROUP.BARRIDO2
1777121;INVESTIGACION;PRIMER BARRIDO;20211124;CEGROUP.BARRIDO1
777018;RENUENTE;NO CONTESTA;20220211;CEGROUP.RENUENTES
2199087;INVESTIGACION;SEGUNDO BARRIDO;20210629;CEGROUP.BARRIDO2
2090498;INVESTIGACION;PRIMER BARRIDO;20220120;CEGROUP.BARRIDO1
1901373;INVESTIGACION;PRIMER BARRIDO;20211201;CEGROUP.BARRIDO1
4015634;INVESTIGACION;PRIMER BARRIDO;20210907;CEGROUP.BARRIDO1
910933;INVESTIGACION;PRIMER BARRIDO;20220201;CEGROUP.BARRIDO1
2244431;INVESTIGACION;PRIMER BARRIDO;20210901;CEGROUP.BARRIDO1
3738508;INVESTIGACION;PRIMER BARRIDO;20220201;CEGROUP.BARRIDO1
1011458;INVESTIGACION;SEGUNDO BARRIDO;20210923;CEGROUP.BARRIDO2
2418511;RENUENTE;NO CONTESTA;20220119;CEGROUP.RENUENTES
2544000;INVESTIGACION;PRIMER BARRIDO;20210924;CEGROUP.BARRIDO1
2807376;INVESTIGACION;SEGUNDO BARRIDO;20211008;CEGROUP.BARRIDO2
2315804;INVESTIGACION;PRIMER BARRIDO;20211127;CEGROUP.BARRIDO1
3310776;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
3502179;INVESTIGACION;PRIMER BARRIDO;20220131;CEGROUP.BARRIDO1
991661;INVESTIGACION;PRIMER BARRIDO;20211012;CEGROUP.BARRIDO1
1376134;RENUENTE;INTENSION DE PAGO;20220211;CEGROUP.RENUENTES
3935234;ACUERDO;CUOTAS FIJAS;20220119;VIVIANA.MAHECHA
4931789;RENUENTE;NO CONTESTA;20220128;CEGROUP.RENUENTES
2761832;RENUENTE;SIN INTENSION DE PAGO;20220210;CEGROUP.RENUENTES
3043775;INVESTIGACION;PRIMER BARRIDO;20210820;CEGROUP.BARRIDO1
1042415;INVESTIGACION;SEGUNDO BARRIDO;20210727;CEGROUP.BARRIDO2
3112341;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
3990517;INVESTIGACION;SEGUNDO BARRIDO;20210712;CEGROUP.BARRIDO2
4883967;INVESTIGACION;SEGUNDO BARRIDO;20210817;CEGROUP.BARRIDO2
2831800;INVESTIGACION;PRIMER BARRIDO;20220113;CEGROUP.BARRIDO1
3095862;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
2154571;RENUENTE;NO CONTESTA;20220121;CEGROUP.RENUENTES
2174008;INVESTIGACION;PRIMER BARRIDO;20210924;CEGROUP.BARRIDO1
2126236;RENUENTE;SIN INTENSION DE PAGO;20220120;CEGROUP.RENUENTES
4370409;RENUENTE;SIN INTENSION DE PAGO;20220127;CEGROUP.RENUENTES
2999711;INVESTIGACION;PRIMER BARRIDO;20210830;CEGROUP.BARRIDO1
2952596;RENUENTE;NO CONTESTA;20220127;CEGROUP.RENUENTES
2620026;INVESTIGACION;PRIMER BARRIDO;20210921;CEGROUP.BARRIDO1
2716922;INVESTIGACION;PRIMER BARRIDO;20210902;CEGROUP.BARRIDO1
4996401;RENUENTE;MENSAJE EXTERNO;20220126;CEGROUP.RENUENTES
5018214;INVESTIGACION;PRIMER BARRIDO;20210907;CEGROUP.BARRIDO1
2429197;RENUENTE;MENSAJE EXTERNO;20220124;CEGROUP.RENUENTES
2639884;RENUENTE;NUMERO EQUIVOCADO;20220207;CEGROUP.RENUENTES
419212;INVESTIGACION;PRIMER BARRIDO;20211127;CEGROUP.BARRIDO1
3587106;INVESTIGACION;SEGUNDO BARRIDO;20210601;CEGROUP.BARRIDO2
1041314;INVESTIGACION;SEGUNDO BARRIDO;20210728;CEGROUP.BARRIDO2
2648488;ACUERDO;CUOTAS FIJAS;20220120;PAULA.MEDINA
2314901;INVESTIGACION;PRIMER BARRIDO;20211005;CEGROUP.BARRIDO1
905745;INVESTIGACION;PRIMER BARRIDO;20210902;CEGROUP.BARRIDO1
2139275;INVESTIGACION;SEGUNDO BARRIDO;20210602;CEGROUP.BARRIDO2
2099823;INVESTIGACION;PRIMER BARRIDO;20210826;CEGROUP.BARRIDO1
1785681;INVESTIGACION;PRIMER BARRIDO;20210921;CEGROUP.BARRIDO1
4419608;INVESTIGACION;PRIMER BARRIDO;20210813;CEGROUP.BARRIDO1
980092;INVESTIGACION;PRIMER BARRIDO;20211207;CEGROUP.BARRIDO1
2953233;INVESTIGACION;PRIMER BARRIDO;20220205;CEGROUP.BARRIDO1
4335999;RENUENTE;SIN INTENSION DE PAGO;20220208;CEGROUP.RENUENTES
4922802;RENUENTE;MENSAJE EXTERNO;20220126;CEGROUP.RENUENTES
2851355;INVESTIGACION;SEGUNDO BARRIDO;20210528;CEGROUP.BARRIDO2
2137921;INVESTIGACION;PRIMER BARRIDO;20211211;CEGROUP.BARRIDO1
539143;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
1472388;INVESTIGACION;SEGUNDO BARRIDO;20210730;CEGROUP.BARRIDO2
1608272;INVESTIGACION;SEGUNDO BARRIDO;20210728;CEGROUP.BARRIDO2
2960532;INVESTIGACION;PRIMER BARRIDO;20211207;CEGROUP.BARRIDO1
3173237;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
4554655;INVESTIGACION;SEGUNDO BARRIDO;20210923;CEGROUP.BARRIDO2
1624427;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
1010885;INVESTIGACION;SEGUNDO BARRIDO;20211008;CEGROUP.BARRIDO2
3438846;INVESTIGACION;PRIMER BARRIDO;20220113;CEGROUP.BARRIDO1
2601368;RENUENTE;NO CONTESTA;20220209;CEGROUP.RENUENTES
3241301;INVESTIGACION;PRIMER BARRIDO;20220202;CEGROUP.BARRIDO1
2721159;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
3324535;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
2335679;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
2721011;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20210618;SUPERGIROS1
2279379;INVESTIGACION;PRIMER BARRIDO;20211209;CEGROUP.BARRIDO1
1659463;INVESTIGACION;PRIMER BARRIDO;20210921;CEGROUP.BARRIDO1
3613050;RENUENTE;NO CONTESTA;20220121;CEGROUP.RENUENTES
3135944;INVESTIGACION;DATOS EXTERNOS SUPER GIROS;20210830;SUPERGIROS1
4342713;INVESTIGACION;SEGUNDO BARRIDO;20210823;CEGROUP.BARRIDO2
3192702;RENUENTE;NO CONTESTA;20220203;CEGROUP.RENUENTES
4484694;RENUENTE;NO CONTESTA;20220210;CEGROUP.RENUENTES
4400819;INVESTIGACION;PRIMER BARRIDO;20210824;CEGROUP.BARRIDO1
1872435;ACUERDO;CONDONACION CAPITAL;20220204;GRUPO.INVESTIGACION
1846202;INVESTIGACION;PRIMER BARRIDO;20220119;CEGROUP.BARRIDO1
1847499;INVESTIGACION;SEGUNDO BARRIDO;20210716;CEGROUP.BARRIDO2
1845165;INVESTIGACION;PRIMER BARRIDO;20211118;CEGROUP.BARRIDO1
2037296;INVESTIGACION;PRIMER BARRIDO;20210826;CEGROUP.BARRIDO1
4693794;INVESTIGACION;PRIMER BARRIDO;20220210;CEGROUP.BARRIDO1
4454350;ACUERDO;CUOTAS FIJAS;20220209;YULI.BONILLA
5039385;RENUENTE;MENSAJE EXTERNO;20220207;JUAN.AREVALO
2240204;INVESTIGACION;PRIMER BARRIDO;20210924;CEGROUP.BARRIDO1
5063187;INVESTIGACION;PRIMER BARRIDO;20210916;CEGROUP.BARRIDO1
1468402;INVESTIGACION;PRIMER BARRIDO;20220131;CEGROUP.BARRIDO1
3077191;RENUENTE;NO CONTESTA;20220121;CEGROUP.RENUENTES
901454;INVESTIGACION;PRIMER BARRIDO;20210828;CEGROUP.BARRIDO1
1117079;INVESTIGACION;SEGUNDO BARRIDO;20210811;CEGROUP.BARRIDO2
4971114;RENUENTE;NO CONTESTA;20220126;CEGROUP.RENUENTES
102615;INVESTIGACION;SEGUNDO BARRIDO;20210603;CEGROUP.BARRIDO2
4859193;RENUENTE;FALLECIDO;20210802;CEGROUP.FALLECIDO
4597578;INVESTIGACION;PRIMER BARRIDO;20210909;CEGROUP.BARRIDO1
1036801;INVESTIGACION;PRIMER BARRIDO;20210824;CEGROUP.BARRIDO1
910900;INVESTIGACION;PRIMER BARRIDO;20211013;CEGROUP.BARRIDO1
2385496;INVESTIGACION;PRIMER BARRIDO;20210924;CEGROUP.BARRIDO1
1977140;INVESTIGACION;SEGUNDO BARRIDO;20210917;CEGROUP.BARRIDO2
3115226;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
3242220;RENUENTE;SIN INTENSION DE PAGO;20220120;CEGROUP.RENUENTES
3196331;INVESTIGACION;PRIMER BARRIDO;20210901;CEGROUP.BARRIDO1
3864779;INVESTIGACION;SEGUNDO BARRIDO;20210603;CEGROUP.BARRIDO2
1665342;INVESTIGACION;PRIMER BARRIDO;20210921;CEGROUP.BARRIDO1
2025111;INVESTIGACION;PRIMER BARRIDO;20210924;CEGROUP.BARRIDO1
1906565;INVESTIGACION;PRIMER BARRIDO;20211118;CEGROUP.BARRIDO1
4449720;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
4575958;INVESTIGACION;PRIMER BARRIDO;20211108;CEGROUP.BARRIDO1
5131663;INVESTIGACION;PRIMER BARRIDO;20210916;CEGROUP.BARRIDO1
3438977;INVESTIGACION;SEGUNDO BARRIDO;20210812;CEGROUP.BARRIDO2
3124493;INVESTIGACION;SEGUNDO BARRIDO;20210717;CEGROUP.BARRIDO2
5066794;RENUENTE;SIN INTENSION DE PAGO;20220207;CEGROUP.RENUENTES
2409256;INVESTIGACION;SEGUNDO BARRIDO;20210812;CEGROUP.BARRIDO2
1375733;INVESTIGACION;PRIMER BARRIDO;20211004;CEGROUP.BARRIDO1
4322661;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
911534;INVESTIGACION;SEGUNDO BARRIDO;20210622;CEGROUP.BARRIDO2
2427131;INVESTIGACION;PRIMER BARRIDO;20210902;CEGROUP.BARRIDO1
2763948;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
2640738;INVESTIGACION;PRIMER BARRIDO;20210814;CEGROUP.BARRIDO1
3983706;INVESTIGACION;PRIMER BARRIDO;20210915;CEGROUP.BARRIDO1
975718;INVESTIGACION;PRIMER BARRIDO;20220131;CEGROUP.BARRIDO1
1061167;INVESTIGACION;SEGUNDO BARRIDO;20210906;CEGROUP.BARRIDO2
1063351;INVESTIGACION;SEGUNDO BARRIDO;20210723;CEGROUP.BARRIDO2
1063359;INVESTIGACION;SEGUNDO BARRIDO;20210723;CEGROUP.BARRIDO2
3328093;INVESTIGACION;SEGUNDO BARRIDO;20211004;CEGROUP.BARRIDO2
4874213;INVESTIGACION;PRIMER BARRIDO;20211203;CEGROUP.BARRIDO1
974292;INVESTIGACION;PRIMER BARRIDO;20210812;CEGROUP.BARRIDO1
1017307;INVESTIGACION;PRIMER BARRIDO;20211113;CEGROUP.BARRIDO1
2317757;INVESTIGACION;PRIMER BARRIDO;20211211;CEGROUP.BARRIDO1
1351865;INVESTIGACION;PRIMER BARRIDO;20210817;CEGROUP.BARRIDO1
1567464;INVESTIGACION;SEGUNDO BARRIDO;20210827;CEGROUP.BARRIDO2
3206108;INVESTIGACION;PRIMER BARRIDO;20211118;CEGROUP.BARRIDO1
3317852;RENUENTE;MENSAJE EXTERNO;20220124;CEGROUP.RENUENTES
449820;INVESTIGACION;SEGUNDO BARRIDO;20210812;CEGROUP.BARRIDO2
5041081;INVESTIGACION;SEGUNDO BARRIDO;20210821;CEGROUP.BARRIDO2
3826289;INVESTIGACION;SEGUNDO BARRIDO;20211210;CEGROUP.BARRIDO2
1670207;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
1789267;RENUENTE;MENSAJE EXTERNO;20220207;CEGROUP.RENUENTES
2088265;INVESTIGACION;PRIMER BARRIDO;20210902;CEGROUP.BARRIDO1
1845570;RENUENTE;NO CONTESTA;20220127;PAULA.MEDINA
1828203;INVESTIGACION;PRIMER BARRIDO;20210817;CEGROUP.BARRIDO1
426812;INVESTIGACION;SEGUNDO BARRIDO;20210902;CEGROUP.BARRIDO2
2379479;INVESTIGACION;SEGUNDO BARRIDO;20210812;CEGROUP.BARRIDO2
5071628;INVESTIGACION;PRIMER BARRIDO;20210907;CEGROUP.BARRIDO1
4713520;RENUENTE;MENSAJE EXTERNO;20220126;CEGROUP.RENUENTES
4407015;RENUENTE;NO CONTESTA;20220128;CEGROUP.RENUENTES
884441;INVESTIGACION;PRIMER BARRIDO;20211012;CEGROUP.BARRIDO1
4129060;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
375850;INVESTIGACION;PRIMER BARRIDO;20210824;CEGROUP.BARRIDO1
431133;RENUENTE;MENSAJE EXTERNO;20220210;CEGROUP.RENUENTES
3389469;INVESTIGACION;PRIMER BARRIDO;20211004;CEGROUP.BARRIDO1
3462406;RENUENTE;MENSAJE EXTERNO;20220124;CEGROUP.RENUENTES
157926;INVESTIGACION;PRIMER BARRIDO;20220120;CEGROUP.BARRIDO1
3811750;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
3592299;INVESTIGACION;SEGUNDO BARRIDO;20210813;CEGROUP.BARRIDO2
2220067;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
2844413;INVESTIGACION;PRIMER BARRIDO;20210830;CEGROUP.BARRIDO1
3198262;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
207242;INVESTIGACION;PRIMER BARRIDO;20210901;CEGROUP.BARRIDO1
2572806;INVESTIGACION;PRIMER BARRIDO;20220107;CEGROUP.BARRIDO1
2498339;RENUENTE;MENSAJE EXTERNO;20220125;FARIDE.VERA
1967144;RENUENTE;NO CONTESTA;20220125;CEGROUP.RENUENTES
1848839;INVESTIGACION;PRIMER BARRIDO;20211006;CEGROUP.BARRIDO1
1916892;INVESTIGACION;PRIMER BARRIDO;20211113;CEGROUP.BARRIDO1
2060442;INVESTIGACION;SEGUNDO BARRIDO;20210719;CEGROUP.BARRIDO2
3956044;INVESTIGACION;SEGUNDO BARRIDO;20210628;CEGROUP.BARRIDO2
4491291;INVESTIGACION;PRIMER BARRIDO;20220118;CEGROUP.BARRIDO1
3293641;ACUERDO;CUOTAS FIJAS;20220210;ALEXA.BARRIOS
4836079;RENUENTE;SIN INTENSION DE PAGO;20220210;CEGROUP.RENUENTES
5061126;INVESTIGACION;SEGUNDO BARRIDO;20210812;CEGROUP.BARRIDO2
5060597;INVESTIGACION;PRIMER BARRIDO;20210927;CEGROUP.BARRIDO1
2495875;RENUENTE;NO CONTESTA;20220124;CEGROUP.RENUENTES
2315201;INVESTIGACION;PRIMER BARRIDO;20210924;CEGROUP.BARRIDO1
2721164;INVESTIGACION;PRIMER BARRIDO;20211115;CEGROUP.BARRIDO1
1621346;INVESTIGACION;PRIMER BARRIDO;20210921;CEGROUP.BARRIDO1
1763221;INVESTIGACION;SEGUNDO BARRIDO;20211008;CEGROUP.BARRIDO2
973362;INVESTIGACION;SEGUNDO BARRIDO;20211210;CEGROUP.BARRIDO2
4673445;INVESTIGACION;PRIMER BARRIDO;20210915;CEGROUP.BARRIDO1
